Cer,[M+CH3COO]-,[M-H]-,[M-H-H2CO]-,[M-H2O-R1]-,[M-H2O-R2]-,[R2+amide]-
Cer(d22:0/20:5),700.588437,640.56731,610.5568,326.249,321.316,300.2333
Cer(d22:0/21:0),724.682337,664.66121,634.6507,350.3429,321.316,324.3272
Cer(d22:0/22:0),738.697937,678.67681,648.6663,364.3585,321.316,338.3428
Cer(d22:0/22:1),736.682337,676.66121,646.6507,362.3429,321.316,336.3272
Cer(d22:0/22:2),734.666637,674.64551,644.635,360.3272,321.316,334.3115
Cer(d22:0/22:3),732.651037,672.62991,642.6194,358.3116,321.316,332.2959
Cer(d22:0/22:4),730.635337,670.61421,640.6037,356.2959,321.316,330.2802
Cer(d22:0/22:5),728.619737,668.59861,638.5881,354.2803,321.316,328.2646
Cer(d22:0/22:6),726.604037,666.58291,636.5724,352.2646,321.316,326.2489
Cer(d22:0/23:0),752.713637,692.69251,662.682,378.3742,321.316,352.3585
Cer(d22:0/24:0),766.729237,706.70811,676.6976,392.3898,321.316,366.3741
Cer(d22:0/24:1),764.713637,704.69251,674.682,390.3742,321.316,364.3585
Cer(d22:0/25:0),780.744937,720.72381,690.7133,406.4055,321.316,380.3898
Cer(d22:0/26:0),794.760537,734.73941,704.7289,420.4211,321.316,394.4054
Cer(d22:0/8:0),542.478837,482.45771,452.4472,168.1394,321.316,142.1237
Cer(d22:1/10:0),568.494537,508.47341,478.4629,196.1707,319.3004,170.155
Cer(d22:1/12:0),596.525837,536.50471,506.4942,224.202,319.3004,198.1863
Cer(d22:1/13:0),610.541537,550.52041,520.5099,238.2177,319.3004,212.202
Cer(d22:1/14:0),624.557137,564.53601,534.5255,252.2333,319.3004,226.2176
Cer(d22:1/14:1),622.541537,562.52041,532.5099,250.2177,319.3004,224.202
Cer(d22:1/15:0),638.572837,578.55171,548.5412,266.249,319.3004,240.2333
Cer(d22:1/15:1),636.557137,576.53601,546.5255,264.2333,319.3004,238.2176
Cer(d22:1/16:0),652.588437,592.56731,562.5568,280.2646,319.3004,254.2489
Cer(d22:1/16:1),650.572837,590.55171,560.5412,278.249,319.3004,252.2333
Cer(d22:1/17:0),666.604137,606.58301,576.5725,294.2803,319.3004,268.2646
Cer(d22:1/17:1),664.588437,604.56731,574.5568,292.2646,319.3004,266.2489
Cer(d22:1/17:2),662.572837,602.55171,572.5412,290.249,319.3004,264.2333
Cer(d22:1/18:0),680.619737,620.59861,590.5881,308.2959,319.3004,282.2802
Cer(d22:1/18:1),678.604137,618.58301,588.5725,306.2803,319.3004,280.2646
Cer(d22:1/18:2),676.588437,616.56731,586.5568,304.2646,319.3004,278.2489
Cer(d22:1/18:3),674.572837,614.55171,584.5412,302.249,319.3004,276.2333
Cer(d22:1/18:4),672.557137,612.53601,582.5255,300.2333,319.3004,274.2176
Cer(d22:1/19:0),694.635437,634.61431,604.6038,322.3116,319.3004,296.2959
Cer(d22:1/20:0),708.651037,648.62991,618.6194,336.3272,319.3004,310.3115
Cer(d22:1/20:1),706.635437,646.61431,616.6038,334.3116,319.3004,308.2959
Cer(d22:1/20:2),704.619737,644.59861,614.5881,332.2959,319.3004,306.2802
Cer(d22:1/20:3),702.604137,642.58301,612.5725,330.2803,319.3004,304.2646
Cer(d22:1/20:4),700.588437,640.56731,610.5568,328.2646,319.3004,302.2489
Cer(d22:1/20:5),698.572837,638.55171,608.5412,326.249,319.3004,300.2333
Cer(d22:1/21:0),722.666737,662.64561,632.6351,350.3429,319.3004,324.3272
Cer(d22:1/22:0),736.682337,676.66121,646.6507,364.3585,319.3004,338.3428
Cer(d22:1/22:1),734.666737,674.64561,644.6351,362.3429,319.3004,336.3272
Cer(d22:1/22:2),732.651037,672.62991,642.6194,360.3272,319.3004,334.3115
Cer(d22:1/22:3),730.635437,670.61431,640.6038,358.3116,319.3004,332.2959
Cer(d22:1/22:4),728.619737,668.59861,638.5881,356.2959,319.3004,330.2802
Cer(d22:1/22:5),726.604137,666.58301,636.5725,354.2803,319.3004,328.2646
Cer(d22:1/22:6),724.588437,664.56731,634.5568,352.2646,319.3004,326.2489
Cer(d22:1/23:0),750.698037,690.67691,660.6664,378.3742,319.3004,352.3585
Cer(d22:1/24:0),764.713637,704.69251,674.682,392.3898,319.3004,366.3741
Cer(d22:1/24:1),762.698037,702.67691,672.6664,390.3742,319.3004,364.3585
Cer(d22:1/25:0),778.729337,718.70821,688.6977,406.4055,319.3004,380.3898
Cer(d22:1/26:0),792.744937,732.72381,702.7133,420.4211,319.3004,394.4054
Cer(d22:1/8:0),540.463237,480.44211,450.4316,168.1394,319.3004,142.1237
Cer(d22:2/10:0),566.478837,506.45771,476.4472,196.1707,317.2847,170.155
Cer(d22:2/12:0),594.510137,534.48901,504.4785,224.202,317.2847,198.1863
Cer(d22:2/13:0),608.525837,548.50471,518.4942,238.2177,317.2847,212.202
Cer(d22:2/14:0),622.541437,562.52031,532.5098,252.2333,317.2847,226.2176
Cer(d22:2/14:1),620.525837,560.50471,530.4942,250.2177,317.2847,224.202
Cer(d22:2/15:0),636.557137,576.53601,546.5255,266.249,317.2847,240.2333
Cer(d22:2/15:1),634.541437,574.52031,544.5098,264.2333,317.2847,238.2176
Cer(d22:2/16:0),650.572737,590.55161,560.5411,280.2646,317.2847,254.2489
Cer(d22:2/16:1),648.557137,588.53601,558.5255,278.249,317.2847,252.2333
Cer(d22:2/17:0),664.588437,604.56731,574.5568,294.2803,317.2847,268.2646
Cer(d22:2/17:1),662.572737,602.55161,572.5411,292.2646,317.2847,266.2489
Cer(d22:2/17:2),660.557137,600.53601,570.5255,290.249,317.2847,264.2333
Cer(d22:2/18:0),678.604037,618.58291,588.5724,308.2959,317.2847,282.2802
Cer(d22:2/18:1),676.588437,616.56731,586.5568,306.2803,317.2847,280.2646
Cer(d22:2/18:2),674.572737,614.55161,584.5411,304.2646,317.2847,278.2489
Cer(d22:2/18:3),672.557137,612.53601,582.5255,302.249,317.2847,276.2333
Cer(d22:2/18:4),670.541437,610.52031,580.5098,300.2333,317.2847,274.2176
Cer(d22:2/19:0),692.619737,632.59861,602.5881,322.3116,317.2847,296.2959
Cer(d22:2/20:0),706.635337,646.61421,616.6037,336.3272,317.2847,310.3115
Cer(d22:2/20:1),704.619737,644.59861,614.5881,334.3116,317.2847,308.2959
Cer(d22:2/20:2),702.604037,642.58291,612.5724,332.2959,317.2847,306.2802
Cer(d22:2/20:3),700.588437,640.56731,610.5568,330.2803,317.2847,304.2646
Cer(d22:2/20:4),698.572737,638.55161,608.5411,328.2646,317.2847,302.2489
Cer(d22:2/20:5),696.557137,636.53601,606.5255,326.249,317.2847,300.2333
Cer(d22:2/21:0),720.651037,660.62991,630.6194,350.3429,317.2847,324.3272
Cer(d22:2/22:0),734.666637,674.64551,644.635,364.3585,317.2847,338.3428
Cer(d22:2/22:1),732.651037,672.62991,642.6194,362.3429,317.2847,336.3272
Cer(d22:2/22:2),730.635337,670.61421,640.6037,360.3272,317.2847,334.3115
Cer(d22:2/22:3),728.619737,668.59861,638.5881,358.3116,317.2847,332.2959
Cer(d22:2/22:4),726.604037,666.58291,636.5724,356.2959,317.2847,330.2802
Cer(d22:2/22:5),724.588437,664.56731,634.5568,354.2803,317.2847,328.2646
Cer(d22:2/22:6),722.572737,662.55161,632.5411,352.2646,317.2847,326.2489
Cer(d22:2/23:0),748.682337,688.66121,658.6507,378.3742,317.2847,352.3585
Cer(d22:2/24:0),762.697937,702.67681,672.6663,392.3898,317.2847,366.3741
Cer(d22:2/24:1),760.682337,700.66121,670.6507,390.3742,317.2847,364.3585
Cer(d22:2/25:0),776.713637,716.69251,686.682,406.4055,317.2847,380.3898
Cer(d22:2/26:0),790.729237,730.70811,700.6976,420.4211,317.2847,394.4054
Cer(d22:2/8:0),538.447537,478.42641,448.4159,168.1394,317.2847,142.1237
Cer(d22:3/10:0),564.463237,504.44211,474.4316,196.1707,315.2691,170.155
Cer(d22:3/12:0),592.494537,532.47341,502.4629,224.202,315.2691,198.1863
Cer(d22:3/13:0),606.510237,546.48911,516.4786,238.2177,315.2691,212.202
Cer(d22:3/14:0),620.525837,560.50471,530.4942,252.2333,315.2691,226.2176
Cer(d22:3/14:1),618.510237,558.48911,528.4786,250.2177,315.2691,224.202
Cer(d22:3/15:0),634.541537,574.52041,544.5099,266.249,315.2691,240.2333
Cer(d22:3/15:1),632.525837,572.50471,542.4942,264.2333,315.2691,238.2176
Cer(d22:3/16:0),648.557137,588.53601,558.5255,280.2646,315.2691,254.2489
Cer(d22:3/16:1),646.541537,586.52041,556.5099,278.249,315.2691,252.2333
Cer(d22:3/17:0),662.572837,602.55171,572.5412,294.2803,315.2691,268.2646
Cer(d22:3/17:1),660.557137,600.53601,570.5255,292.2646,315.2691,266.2489
Cer(d22:3/17:2),658.541537,598.52041,568.5099,290.249,315.2691,264.2333
Cer(d22:3/18:0),676.588437,616.56731,586.5568,308.2959,315.2691,282.2802
Cer(d22:3/18:1),674.572837,614.55171,584.5412,306.2803,315.2691,280.2646
Cer(d22:3/18:2),672.557137,612.53601,582.5255,304.2646,315.2691,278.2489
Cer(d22:3/18:3),670.541537,610.52041,580.5099,302.249,315.2691,276.2333
Cer(d22:3/18:4),668.525837,608.50471,578.4942,300.2333,315.2691,274.2176
Cer(d22:3/19:0),690.604137,630.58301,600.5725,322.3116,315.2691,296.2959
Cer(d22:3/20:0),704.619737,644.59861,614.5881,336.3272,315.2691,310.3115
Cer(d22:3/20:1),702.604137,642.58301,612.5725,334.3116,315.2691,308.2959
Cer(d22:3/20:2),700.588437,640.56731,610.5568,332.2959,315.2691,306.2802
Cer(d22:3/20:3),698.572837,638.55171,608.5412,330.2803,315.2691,304.2646
Cer(d22:3/20:4),696.557137,636.53601,606.5255,328.2646,315.2691,302.2489
Cer(d22:3/20:5),694.541537,634.52041,604.5099,326.249,315.2691,300.2333
Cer(d22:3/21:0),718.635437,658.61431,628.6038,350.3429,315.2691,324.3272
Cer(d22:3/22:0),732.651037,672.62991,642.6194,364.3585,315.2691,338.3428
Cer(d22:3/22:1),730.635437,670.61431,640.6038,362.3429,315.2691,336.3272
Cer(d22:3/22:2),728.619737,668.59861,638.5881,360.3272,315.2691,334.3115
Cer(d22:3/22:3),726.604137,666.58301,636.5725,358.3116,315.2691,332.2959
Cer(d22:3/22:4),724.588437,664.56731,634.5568,356.2959,315.2691,330.2802
Cer(d22:3/22:5),722.572837,662.55171,632.5412,354.2803,315.2691,328.2646
Cer(d22:3/22:6),720.557137,660.53601,630.5255,352.2646,315.2691,326.2489
Cer(d22:3/23:0),746.666737,686.64561,656.6351,378.3742,315.2691,352.3585
Cer(d22:3/24:0),760.682337,700.66121,670.6507,392.3898,315.2691,366.3741
Cer(d22:3/24:1),758.666737,698.64561,668.6351,390.3742,315.2691,364.3585
Cer(d22:3/25:0),774.698037,714.67691,684.6664,406.4055,315.2691,380.3898
Cer(d22:3/26:0),788.713637,728.69251,698.682,420.4211,315.2691,394.4054
Cer(d22:3/8:0),536.431937,476.41081,446.4003,168.1394,315.2691,142.1237
Cer(d22:4/10:0),562.447537,502.42641,472.4159,196.1707,313.2534,170.155
Cer(d22:4/12:0),590.478837,530.45771,500.4472,224.202,313.2534,198.1863
Cer(d22:4/13:0),604.494537,544.47341,514.4629,238.2177,313.2534,212.202
Cer(d22:4/14:0),618.510137,558.48901,528.4785,252.2333,313.2534,226.2176
Cer(d22:4/14:1),616.494537,556.47341,526.4629,250.2177,313.2534,224.202
Cer(d22:4/15:0),632.525837,572.50471,542.4942,266.249,313.2534,240.2333
Cer(d22:4/15:1),630.510137,570.48901,540.4785,264.2333,313.2534,238.2176
Cer(d22:4/16:0),646.541437,586.52031,556.5098,280.2646,313.2534,254.2489
Cer(d22:4/16:1),644.525837,584.50471,554.4942,278.249,313.2534,252.2333
Cer(d22:4/17:0),660.557137,600.53601,570.5255,294.2803,313.2534,268.2646
Cer(d22:4/17:1),658.541437,598.52031,568.5098,292.2646,313.2534,266.2489
Cer(d22:4/17:2),656.525837,596.50471,566.4942,290.249,313.2534,264.2333
Cer(d22:4/18:0),674.572737,614.55161,584.5411,308.2959,313.2534,282.2802
Cer(d22:4/18:1),672.557137,612.53601,582.5255,306.2803,313.2534,280.2646
Cer(d22:4/18:2),670.541437,610.52031,580.5098,304.2646,313.2534,278.2489
Cer(d22:4/18:3),668.525837,608.50471,578.4942,302.249,313.2534,276.2333
Cer(d22:4/18:4),666.510137,606.48901,576.4785,300.2333,313.2534,274.2176
Cer(d22:4/19:0),688.588437,628.56731,598.5568,322.3116,313.2534,296.2959
Cer(d22:4/20:0),702.604037,642.58291,612.5724,336.3272,313.2534,310.3115
Cer(d22:4/20:1),700.588437,640.56731,610.5568,334.3116,313.2534,308.2959
Cer(d22:4/20:2),698.572737,638.55161,608.5411,332.2959,313.2534,306.2802
Cer(d22:4/20:3),696.557137,636.53601,606.5255,330.2803,313.2534,304.2646
Cer(d22:4/20:4),694.541437,634.52031,604.5098,328.2646,313.2534,302.2489
Cer(d22:4/20:5),692.525837,632.50471,602.4942,326.249,313.2534,300.2333
Cer(d22:4/21:0),716.619737,656.59861,626.5881,350.3429,313.2534,324.3272
Cer(d22:4/22:0),730.635337,670.61421,640.6037,364.3585,313.2534,338.3428
Cer(d22:4/22:1),728.619737,668.59861,638.5881,362.3429,313.2534,336.3272
Cer(d22:4/22:2),726.604037,666.58291,636.5724,360.3272,313.2534,334.3115
Cer(d22:4/22:3),724.588437,664.56731,634.5568,358.3116,313.2534,332.2959
Cer(d22:4/22:4),722.572737,662.55161,632.5411,356.2959,313.2534,330.2802
Cer(d22:4/22:5),720.557137,660.53601,630.5255,354.2803,313.2534,328.2646
Cer(d22:4/22:6),718.541437,658.52031,628.5098,352.2646,313.2534,326.2489
Cer(d22:4/23:0),744.651037,684.62991,654.6194,378.3742,313.2534,352.3585
Cer(d22:4/24:0),758.666637,698.64551,668.635,392.3898,313.2534,366.3741
Cer(d22:4/24:1),756.651037,696.62991,666.6194,390.3742,313.2534,364.3585
Cer(d22:4/25:0),772.682337,712.66121,682.6507,406.4055,313.2534,380.3898
Cer(d22:4/26:0),786.697937,726.67681,696.6663,420.4211,313.2534,394.4054
Cer(d22:4/8:0),534.416237,474.39511,444.3846,168.1394,313.2534,142.1237
Cer(d22:5/10:0),560.431937,500.41081,470.4003,196.1707,311.2378,170.155
Cer(d22:5/12:0),588.463237,528.44211,498.4316,224.202,311.2378,198.1863
Cer(d22:5/13:0),602.478937,542.45781,512.4473,238.2177,311.2378,212.202
Cer(d22:5/14:0),616.494537,556.47341,526.4629,252.2333,311.2378,226.2176
Cer(d22:5/14:1),614.478937,554.45781,524.4473,250.2177,311.2378,224.202
Cer(d22:5/15:0),630.510237,570.48911,540.4786,266.249,311.2378,240.2333
Cer(d22:5/15:1),628.494537,568.47341,538.4629,264.2333,311.2378,238.2176
Cer(d22:5/16:0),644.525837,584.50471,554.4942,280.2646,311.2378,254.2489
Cer(d22:5/16:1),642.510237,582.48911,552.4786,278.249,311.2378,252.2333
Cer(d22:5/17:0),658.541537,598.52041,568.5099,294.2803,311.2378,268.2646
Cer(d22:5/17:1),656.525837,596.50471,566.4942,292.2646,311.2378,266.2489
Cer(d22:5/17:2),654.510237,594.48911,564.4786,290.249,311.2378,264.2333
Cer(d22:5/18:0),672.557137,612.53601,582.5255,308.2959,311.2378,282.2802
Cer(d22:5/18:1),670.541537,610.52041,580.5099,306.2803,311.2378,280.2646
Cer(d22:5/18:2),668.525837,608.50471,578.4942,304.2646,311.2378,278.2489
Cer(d22:5/18:3),666.510237,606.48911,576.4786,302.249,311.2378,276.2333
Cer(d22:5/18:4),664.494537,604.47341,574.4629,300.2333,311.2378,274.2176
Cer(d22:5/19:0),686.572837,626.55171,596.5412,322.3116,311.2378,296.2959
Cer(d22:5/20:0),700.588437,640.56731,610.5568,336.3272,311.2378,310.3115
Cer(d22:5/20:1),698.572837,638.55171,608.5412,334.3116,311.2378,308.2959
Cer(d22:5/20:2),696.557137,636.53601,606.5255,332.2959,311.2378,306.2802
Cer(d22:5/20:3),694.541537,634.52041,604.5099,330.2803,311.2378,304.2646
Cer(d22:5/20:4),692.525837,632.50471,602.4942,328.2646,311.2378,302.2489
Cer(d22:5/20:5),690.510237,630.48911,600.4786,326.249,311.2378,300.2333
Cer(d22:5/21:0),714.604137,654.58301,624.5725,350.3429,311.2378,324.3272
Cer(d22:5/22:0),728.619737,668.59861,638.5881,364.3585,311.2378,338.3428
Cer(d22:5/22:1),726.604137,666.58301,636.5725,362.3429,311.2378,336.3272
Cer(d22:5/22:2),724.588437,664.56731,634.5568,360.3272,311.2378,334.3115
Cer(d22:5/22:3),722.572837,662.55171,632.5412,358.3116,311.2378,332.2959
Cer(d22:5/22:4),720.557137,660.53601,630.5255,356.2959,311.2378,330.2802
Cer(d22:5/22:5),718.541537,658.52041,628.5099,354.2803,311.2378,328.2646
Cer(d22:5/22:6),716.525837,656.50471,626.4942,352.2646,311.2378,326.2489
Cer(d22:5/23:0),742.635437,682.61431,652.6038,378.3742,311.2378,352.3585
Cer(d22:5/24:0),756.651037,696.62991,666.6194,392.3898,311.2378,366.3741
Cer(d22:5/24:1),754.635437,694.61431,664.6038,390.3742,311.2378,364.3585
Cer(d22:5/25:0),770.666737,710.64561,680.6351,406.4055,311.2378,380.3898
Cer(d22:5/26:0),784.682337,724.66121,694.6507,420.4211,311.2378,394.4054
Cer(d22:5/8:0),532.400637,472.37951,442.369,168.1394,311.2378,142.1237
Cer(d22:6/10:0),558.416237,498.39511,468.3846,196.1707,309.2221,170.155
Cer(d22:6/12:0),586.447537,526.42641,496.4159,224.202,309.2221,198.1863
Cer(d22:6/13:0),600.463237,540.44211,510.4316,238.2177,309.2221,212.202
Cer(d22:6/14:0),614.478837,554.45771,524.4472,252.2333,309.2221,226.2176
Cer(d22:6/14:1),612.463237,552.44211,522.4316,250.2177,309.2221,224.202
Cer(d22:6/15:0),628.494537,568.47341,538.4629,266.249,309.2221,240.2333
Cer(d22:6/15:1),626.478837,566.45771,536.4472,264.2333,309.2221,238.2176
Cer(d22:6/16:0),642.510137,582.48901,552.4785,280.2646,309.2221,254.2489
Cer(d22:6/16:1),640.494537,580.47341,550.4629,278.249,309.2221,252.2333
Cer(d22:6/17:0),656.525837,596.50471,566.4942,294.2803,309.2221,268.2646
Cer(d22:6/17:1),654.510137,594.48901,564.4785,292.2646,309.2221,266.2489
Cer(d22:6/17:2),652.494537,592.47341,562.4629,290.249,309.2221,264.2333
Cer(d22:6/18:0),670.541437,610.52031,580.5098,308.2959,309.2221,282.2802
Cer(d22:6/18:1),668.525837,608.50471,578.4942,306.2803,309.2221,280.2646
Cer(d22:6/18:2),666.510137,606.48901,576.4785,304.2646,309.2221,278.2489
Cer(d22:6/18:3),664.494537,604.47341,574.4629,302.249,309.2221,276.2333
Cer(d22:6/18:4),662.478837,602.45771,572.4472,300.2333,309.2221,274.2176
Cer(d22:6/19:0),684.557137,624.53601,594.5255,322.3116,309.2221,296.2959
Cer(d22:6/20:0),698.572737,638.55161,608.5411,336.3272,309.2221,310.3115
Cer(d22:6/20:1),696.557137,636.53601,606.5255,334.3116,309.2221,308.2959
Cer(d22:6/20:2),694.541437,634.52031,604.5098,332.2959,309.2221,306.2802
Cer(d22:6/20:3),692.525837,632.50471,602.4942,330.2803,309.2221,304.2646
Cer(d22:6/20:4),690.510137,630.48901,600.4785,328.2646,309.2221,302.2489
Cer(d22:6/20:5),688.494537,628.47341,598.4629,326.249,309.2221,300.2333
Cer(d22:6/21:0),712.588437,652.56731,622.5568,350.3429,309.2221,324.3272
Cer(d22:6/22:0),726.604037,666.58291,636.5724,364.3585,309.2221,338.3428
Cer(d22:6/22:1),724.588437,664.56731,634.5568,362.3429,309.2221,336.3272
Cer(d22:6/22:2),722.572737,662.55161,632.5411,360.3272,309.2221,334.3115
Cer(d22:6/22:3),720.557137,660.53601,630.5255,358.3116,309.2221,332.2959
Cer(d22:6/22:4),718.541437,658.52031,628.5098,356.2959,309.2221,330.2802
Cer(d22:6/22:5),716.525837,656.50471,626.4942,354.2803,309.2221,328.2646
Cer(d22:6/22:6),714.510137,654.48901,624.4785,352.2646,309.2221,326.2489
Cer(d22:6/23:0),740.619737,680.59861,650.5881,378.3742,309.2221,352.3585
Cer(d22:6/24:0),754.635337,694.61421,664.6037,392.3898,309.2221,366.3741
Cer(d22:6/24:1),752.619737,692.59861,662.5881,390.3742,309.2221,364.3585
Cer(d22:6/25:0),768.651037,708.62991,678.6194,406.4055,309.2221,380.3898
Cer(d22:6/26:0),782.666637,722.64551,692.635,420.4211,309.2221,394.4054
Cer(d22:6/8:0),530.384937,470.36381,440.3533,168.1394,309.2221,142.1237
Cer(d23:0/10:0),584.525837,524.50471,494.4942,196.1707,335.3317,170.155
Cer(d23:0/12:0),612.557137,552.53601,522.5255,224.202,335.3317,198.1863
Cer(d23:0/13:0),626.572837,566.55171,536.5412,238.2177,335.3317,212.202
Cer(d23:0/14:0),640.588437,580.56731,550.5568,252.2333,335.3317,226.2176
Cer(d23:0/14:1),638.572837,578.55171,548.5412,250.2177,335.3317,224.202
Cer(d23:0/15:0),654.604137,594.58301,564.5725,266.249,335.3317,240.2333
Cer(d23:0/15:1),652.588437,592.56731,562.5568,264.2333,335.3317,238.2176
Cer(d23:0/16:0),668.619737,608.59861,578.5881,280.2646,335.3317,254.2489
Cer(d23:0/16:1),666.604137,606.58301,576.5725,278.249,335.3317,252.2333
Cer(d23:0/17:0),682.635437,622.61431,592.6038,294.2803,335.3317,268.2646
Cer(d23:0/17:1),680.619737,620.59861,590.5881,292.2646,335.3317,266.2489
Cer(d23:0/17:2),678.604137,618.58301,588.5725,290.249,335.3317,264.2333
Cer(d23:0/18:0),696.651037,636.62991,606.6194,308.2959,335.3317,282.2802
Cer(d23:0/18:1),694.635437,634.61431,604.6038,306.2803,335.3317,280.2646
Cer(d23:0/18:2),692.619737,632.59861,602.5881,304.2646,335.3317,278.2489
Cer(d23:0/18:3),690.604137,630.58301,600.5725,302.249,335.3317,276.2333
Cer(d23:0/18:4),688.588437,628.56731,598.5568,300.2333,335.3317,274.2176
Cer(d23:0/19:0),710.666737,650.64561,620.6351,322.3116,335.3317,296.2959
Cer(d23:0/20:0),724.682337,664.66121,634.6507,336.3272,335.3317,310.3115
Cer(d23:0/20:1),722.666737,662.64561,632.6351,334.3116,335.3317,308.2959
Cer(d23:0/20:2),720.651037,660.62991,630.6194,332.2959,335.3317,306.2802
Cer(d23:0/20:3),718.635437,658.61431,628.6038,330.2803,335.3317,304.2646
Cer(d23:0/20:4),716.619737,656.59861,626.5881,328.2646,335.3317,302.2489
Cer(d23:0/20:5),714.604137,654.58301,624.5725,326.249,335.3317,300.2333
Cer(d23:0/21:0),738.698037,678.67691,648.6664,350.3429,335.3317,324.3272
Cer(d23:0/22:0),752.713637,692.69251,662.682,364.3585,335.3317,338.3428
Cer(d23:0/22:1),750.698037,690.67691,660.6664,362.3429,335.3317,336.3272
Cer(d23:0/22:2),748.682337,688.66121,658.6507,360.3272,335.3317,334.3115
Cer(d23:0/22:3),746.666737,686.64561,656.6351,358.3116,335.3317,332.2959
Cer(d23:0/22:4),744.651037,684.62991,654.6194,356.2959,335.3317,330.2802
Cer(d23:0/22:5),742.635437,682.61431,652.6038,354.2803,335.3317,328.2646
Cer(d23:0/22:6),740.619737,680.59861,650.5881,352.2646,335.3317,326.2489
Cer(d23:0/23:0),766.729337,706.70821,676.6977,378.3742,335.3317,352.3585
Cer(d23:0/24:0),780.744937,720.72381,690.7133,392.3898,335.3317,366.3741
Cer(d23:0/24:1),778.729337,718.70821,688.6977,390.3742,335.3317,364.3585
Cer(d23:0/25:0),794.760637,734.73951,704.729,406.4055,335.3317,380.3898
Cer(d23:0/26:0),808.776237,748.75511,718.7446,420.4211,335.3317,394.4054
Cer(d23:0/8:0),556.494537,496.47341,466.4629,168.1394,335.3317,142.1237
Cer(d24:0/10:0),598.541437,538.52031,508.5098,196.1707,349.3473,170.155
Cer(d24:0/12:0),626.572737,566.55161,536.5411,224.202,349.3473,198.1863
Cer(d24:0/13:0),640.588437,580.56731,550.5568,238.2177,349.3473,212.202
Cer(d24:0/14:0),654.604037,594.58291,564.5724,252.2333,349.3473,226.2176
Cer(d24:0/14:1),652.588437,592.56731,562.5568,250.2177,349.3473,224.202
Cer(d24:0/15:0),668.619737,608.59861,578.5881,266.249,349.3473,240.2333
Cer(d24:0/15:1),666.604037,606.58291,576.5724,264.2333,349.3473,238.2176
Cer(d24:0/16:0),682.635337,622.61421,592.6037,280.2646,349.3473,254.2489
Cer(d24:0/16:1),680.619737,620.59861,590.5881,278.249,349.3473,252.2333
Cer(d24:0/17:0),696.651037,636.62991,606.6194,294.2803,349.3473,268.2646
Cer(d24:0/17:1),694.635337,634.61421,604.6037,292.2646,349.3473,266.2489
Cer(d24:0/17:2),692.619737,632.59861,602.5881,290.249,349.3473,264.2333
Cer(d24:0/18:0),710.666637,650.64551,620.635,308.2959,349.3473,282.2802
Cer(d24:0/18:1),708.651037,648.62991,618.6194,306.2803,349.3473,280.2646
Cer(d24:0/18:2),706.635337,646.61421,616.6037,304.2646,349.3473,278.2489
Cer(d24:0/18:3),704.619737,644.59861,614.5881,302.249,349.3473,276.2333
Cer(d24:0/18:4),702.604037,642.58291,612.5724,300.2333,349.3473,274.2176
Cer(d24:0/19:0),724.682337,664.66121,634.6507,322.3116,349.3473,296.2959
Cer(d24:0/20:0),738.697937,678.67681,648.6663,336.3272,349.3473,310.3115
Cer(d24:0/20:1),736.682337,676.66121,646.6507,334.3116,349.3473,308.2959
Cer(d24:0/20:2),734.666637,674.64551,644.635,332.2959,349.3473,306.2802
Cer(d24:0/20:3),732.651037,672.62991,642.6194,330.2803,349.3473,304.2646
Cer(d24:0/20:4),730.635337,670.61421,640.6037,328.2646,349.3473,302.2489
Cer(d24:0/20:5),728.619737,668.59861,638.5881,326.249,349.3473,300.2333
Cer(d24:0/21:0),752.713637,692.69251,662.682,350.3429,349.3473,324.3272
Cer(d24:0/22:0),766.729237,706.70811,676.6976,364.3585,349.3473,338.3428
Cer(d24:0/22:1),764.713637,704.69251,674.682,362.3429,349.3473,336.3272
Cer(d24:0/22:2),762.697937,702.67681,672.6663,360.3272,349.3473,334.3115
Cer(d24:0/22:3),760.682337,700.66121,670.6507,358.3116,349.3473,332.2959
Cer(d24:0/22:4),758.666637,698.64551,668.635,356.2959,349.3473,330.2802
Cer(d24:0/22:5),756.651037,696.62991,666.6194,354.2803,349.3473,328.2646
Cer(d24:0/22:6),754.635337,694.61421,664.6037,352.2646,349.3473,326.2489
Cer(d24:0/23:0),780.744937,720.72381,690.7133,378.3742,349.3473,352.3585
Cer(d24:0/24:0),794.760537,734.73941,704.7289,392.3898,349.3473,366.3741
Cer(d24:0/24:1),792.744937,732.72381,702.7133,390.3742,349.3473,364.3585
Cer(d24:0/25:0),808.776237,748.75511,718.7446,406.4055,349.3473,380.3898
Cer(d24:0/26:0),822.791837,762.77071,732.7602,420.4211,349.3473,394.4054
Cer(d24:0/8:0),570.510137,510.48901,480.4785,168.1394,349.3473,142.1237
Cer(d24:1/10:0),596.525837,536.50471,506.4942,196.1707,347.3317,170.155
Cer(d24:1/12:0),624.557137,564.53601,534.5255,224.202,347.3317,198.1863
Cer(d24:1/13:0),638.572837,578.55171,548.5412,238.2177,347.3317,212.202
Cer(d24:1/14:0),652.588437,592.56731,562.5568,252.2333,347.3317,226.2176
Cer(d24:1/14:1),650.572837,590.55171,560.5412,250.2177,347.3317,224.202
Cer(d24:1/15:0),666.604137,606.58301,576.5725,266.249,347.3317,240.2333
Cer(d24:1/15:1),664.588437,604.56731,574.5568,264.2333,347.3317,238.2176
