HexCer,[M+Na]+,[M+H-H2O]+,[M+H-Hex]+,[M+H-Hex-H2O]+,[M+H-R1-H2O-Hex]+,[M+H-R1-2H2O-Hex]+
HexCer(d28:1/16:2),858.67984,818.68734,656.6345,638.624,422.4356,404.4251
HexCer(d28:1/17:0),876.72684,836.73434,674.6815,656.6709,422.4356,404.4251
HexCer(d28:1/18:0),890.74254,850.75004,688.6971,670.6866,422.4356,404.4251
HexCer(d28:1/18:1),888.72684,848.73434,686.6815,668.6709,422.4356,404.4251
HexCer(d28:1/18:2),886.71114,846.71864,684.6658,666.6553,422.4356,404.4251
HexCer(d28:1/19:0),904.75814,864.76564,702.7128,684.7022,422.4356,404.4251
HexCer(d28:1/19:1),902.74254,862.75004,700.6971,682.6866,422.4356,404.4251
HexCer(d28:1/20:0),918.77384,878.78134,716.7285,698.7179,422.4356,404.4251
HexCer(d28:1/20:1),916.75814,876.76564,714.7128,696.7022,422.4356,404.4251
HexCer(d28:1/20:2),914.74254,874.75004,712.6971,694.6866,422.4356,404.4251
HexCer(d28:1/21:0),932.78944,892.79694,730.7441,712.7335,422.4356,404.4251
HexCer(d28:1/21:1),930.77384,890.78134,728.7285,710.7179,422.4356,404.4251
HexCer(d28:1/22:0),946.80504,906.81254,744.7598,726.7491,422.4356,404.4251
HexCer(d28:1/22:1),944.78944,904.79694,742.7441,724.7335,422.4356,404.4251
HexCer(d28:1/22:2),942.77384,902.78134,740.7285,722.7179,422.4356,404.4251
HexCer(d28:1/23:0),960.82074,920.82824,758.7754,740.7648,422.4356,404.4251
HexCer(d28:1/23:1),958.80504,918.81254,756.7598,738.7491,422.4356,404.4251
HexCer(d28:1/24:0),974.83634,934.84384,772.791,754.7805,422.4356,404.4251
HexCer(d28:1/24:1),972.82074,932.82824,770.7754,752.7648,422.4356,404.4251
HexCer(d28:1/24:2),970.80504,930.81254,768.7598,750.7491,422.4356,404.4251
HexCer(d28:1/25:0),988.85204,948.85954,786.8067,768.7961,422.4356,404.4251
HexCer(d28:1/25:1),986.83634,946.84384,784.791,766.7805,422.4356,404.4251
HexCer(d28:1/26:0),1002.86764,962.87514,800.8223,782.8118,422.4356,404.4251
HexCer(d28:1/26:1),1000.85204,960.85954,798.8067,780.7961,422.4356,404.4251
HexCer(d28:1/26:2),998.83634,958.84384,796.791,778.7805,422.4356,404.4251
HexCer(d28:1/27:0),1016.88334,976.89084,814.838,796.8274,422.4356,404.4251
HexCer(d28:1/27:1),1014.86764,974.87514,812.8223,794.8118,422.4356,404.4251
HexCer(d28:1/28:0),1030.89894,990.90644,828.8536,810.8431,422.4356,404.4251
HexCer(d28:1/28:1),1028.88294,988.89044,826.838,808.8274,422.4356,404.4251
HexCer(d28:1/28:2),1026.86794,986.87544,824.8223,806.8118,422.4356,404.4251
HexCer(d28:1/29:0),1044.91494,1004.92244,842.8693,824.8587,422.4356,404.4251
HexCer(d28:1/29:1),1042.89894,1002.90644,840.8536,822.8431,422.4356,404.4251
HexCer(d28:1/30:0),1058.92994,1018.93744,856.8849,838.8744,422.4356,404.4251
HexCer(d28:1/30:1),1056.91494,1016.92244,854.8693,836.8587,422.4356,404.4251
HexCer(d28:1/30:2),1054.89894,1014.90644,852.8536,834.8431,422.4356,404.4251
HexCer(d28:1/31:0),1072.94594,1032.95344,870.9006,852.89,422.4356,404.4251
HexCer(d28:1/31:1),1070.92994,1030.93744,868.8849,850.8744,422.4356,404.4251
HexCer(d28:1/32:0),1086.96194,1046.96944,884.9163,866.9056,422.4356,404.4251
HexCer(d28:1/32:1),1084.94594,1044.95344,882.9006,864.89,422.4356,404.4251
HexCer(d28:1/32:2),1082.92994,1042.93744,880.8849,862.8744,422.4356,404.4251
HexCer(d28:1/33:0),1100.97694,1060.98444,898.9319,880.9213,422.4356,404.4251
HexCer(d28:1/33:1),1098.96194,1058.96944,896.9163,878.9056,422.4356,404.4251
HexCer(d28:1/34:0),1114.99294,1075.00044,912.9475,894.937,422.4356,404.4251
HexCer(d28:1/34:1),1112.97694,1072.98444,910.9319,892.9213,422.4356,404.4251
HexCer(d28:1/34:2),1110.96194,1070.96944,908.9163,890.9056,422.4356,404.4251
HexCer(d28:1/35:0),1129.00894,1089.01644,926.9632,908.9526,422.4356,404.4251
HexCer(d28:1/35:1),1126.99294,1087.00044,924.9475,906.937,422.4356,404.4251
HexCer(d28:1/36:0),1143.02394,1103.03144,940.9788,922.9683,422.4356,404.4251
HexCer(d28:1/36:1),1141.00894,1101.01644,938.9632,920.9526,422.4356,404.4251
HexCer(d28:1/36:2),1138.99294,1099.00044,936.9475,918.937,422.4356,404.4251
HexCer(d28:1/38:0),1171.05494,1131.06244,969.0101,950.9996,422.4356,404.4251
HexCer(d28:1/38:1),1169.03994,1129.04744,966.9945,948.9839,422.4356,404.4251
HexCer(d28:1/38:2),1167.02394,1127.03144,964.9788,946.9683,422.4356,404.4251
HexCer(d28:1/40:0),1199.08694,1159.09444,997.0414,979.0309,422.4356,404.4251
HexCer(d28:1/40:1),1197.07094,1157.07844,995.0258,977.0152,422.4356,404.4251
HexCer(d28:1/40:2),1195.05494,1155.06244,993.0101,974.9996,422.4356,404.4251
HexCer(d28:1/42:0),1227.11794,1187.12544,1025.073,1007.062,422.4356,404.4251
HexCer(d28:1/42:1),1225.10194,1185.10944,1023.057,1005.047,422.4356,404.4251
HexCer(d28:1/42:2),1223.08694,1183.09444,1021.041,1003.031,422.4356,404.4251
HexCer(d28:2/12:0),804.63294,764.64044,602.5876,584.577,420.42,402.4094
HexCer(d28:2/12:1),802.61724,762.62474,600.572,582.5613,420.42,402.4094
HexCer(d28:2/13:0),818.64854,778.65604,616.6032,598.5927,420.42,402.4094
HexCer(d28:2/13:1),816.63294,776.64044,614.5876,596.577,420.42,402.4094
HexCer(d28:2/14:0),832.66424,792.67174,630.6189,612.6083,420.42,402.4094
HexCer(d28:2/14:1),830.64854,790.65604,628.6032,610.5927,420.42,402.4094
HexCer(d28:2/15:0),846.67984,806.68734,644.6345,626.624,420.42,402.4094
HexCer(d28:2/15:1),844.66424,804.67174,642.6189,624.6083,420.42,402.4094
HexCer(d28:2/16:0),860.69554,820.70304,658.6502,640.6396,420.42,402.4094
HexCer(d28:2/16:1),858.67984,818.68734,656.6345,638.624,420.42,402.4094
HexCer(d28:2/16:2),856.66424,816.67174,654.6189,636.6083,420.42,402.4094
HexCer(d28:2/17:0),874.71114,834.71864,672.6658,654.6553,420.42,402.4094
HexCer(d28:2/18:0),888.72684,848.73434,686.6815,668.6709,420.42,402.4094
HexCer(d28:2/18:1),886.71114,846.71864,684.6658,666.6553,420.42,402.4094
HexCer(d28:2/18:2),884.69554,844.70304,682.6502,664.6396,420.42,402.4094
HexCer(d28:2/19:0),902.74254,862.75004,700.6971,682.6866,420.42,402.4094
HexCer(d28:2/19:1),900.72684,860.73434,698.6815,680.6709,420.42,402.4094
HexCer(d28:2/20:0),916.75814,876.76564,714.7128,696.7022,420.42,402.4094
HexCer(d28:2/20:1),914.74254,874.75004,712.6971,694.6866,420.42,402.4094
HexCer(d28:2/20:2),912.72684,872.73434,710.6815,692.6709,420.42,402.4094
HexCer(d28:2/21:0),930.77384,890.78134,728.7285,710.7179,420.42,402.4094
HexCer(d28:2/21:1),928.75814,888.76564,726.7128,708.7022,420.42,402.4094
HexCer(d28:2/22:0),944.78944,904.79694,742.7441,724.7335,420.42,402.4094
HexCer(d28:2/22:1),942.77384,902.78134,740.7285,722.7179,420.42,402.4094
HexCer(d28:2/22:2),940.75814,900.76564,738.7128,720.7022,420.42,402.4094
HexCer(d28:2/23:0),958.80504,918.81254,756.7598,738.7491,420.42,402.4094
HexCer(d28:2/23:1),956.78944,916.79694,754.7441,736.7335,420.42,402.4094
HexCer(d28:2/24:0),972.82074,932.82824,770.7754,752.7648,420.42,402.4094
HexCer(d28:2/24:1),970.80504,930.81254,768.7598,750.7491,420.42,402.4094
HexCer(d28:2/24:2),968.78944,928.79694,766.7441,748.7335,420.42,402.4094
HexCer(d28:2/25:0),986.83634,946.84384,784.791,766.7805,420.42,402.4094
HexCer(d28:2/25:1),984.82074,944.82824,782.7754,764.7648,420.42,402.4094
HexCer(d28:2/26:0),1000.85204,960.85954,798.8067,780.7961,420.42,402.4094
HexCer(d28:2/26:1),998.83634,958.84384,796.791,778.7805,420.42,402.4094
HexCer(d28:2/26:2),996.82074,956.82824,794.7754,776.7648,420.42,402.4094
HexCer(d28:2/27:0),1014.86764,974.87514,812.8223,794.8118,420.42,402.4094
HexCer(d28:2/27:1),1012.85204,972.85954,810.8067,792.7961,420.42,402.4094
HexCer(d28:2/28:0),1028.88294,988.89044,826.838,808.8274,420.42,402.4094
HexCer(d28:2/28:1),1026.86794,986.87544,824.8223,806.8118,420.42,402.4094
HexCer(d28:2/28:2),1024.85194,984.85944,822.8067,804.7961,420.42,402.4094
HexCer(d28:2/29:0),1042.89894,1002.90644,840.8536,822.8431,420.42,402.4094
HexCer(d28:2/29:1),1040.88294,1000.89044,838.838,820.8274,420.42,402.4094
HexCer(d28:2/30:0),1056.91494,1016.92244,854.8693,836.8587,420.42,402.4094
HexCer(d28:2/30:1),1054.89894,1014.90644,852.8536,834.8431,420.42,402.4094
HexCer(d28:2/30:2),1052.88294,1012.89044,850.838,832.8274,420.42,402.4094
HexCer(d28:2/31:0),1070.92994,1030.93744,868.8849,850.8744,420.42,402.4094
HexCer(d28:2/31:1),1068.91494,1028.92244,866.8693,848.8587,420.42,402.4094
HexCer(d28:2/32:0),1084.94594,1044.95344,882.9006,864.89,420.42,402.4094
HexCer(d28:2/32:1),1082.92994,1042.93744,880.8849,862.8744,420.42,402.4094
HexCer(d28:2/32:2),1080.91494,1040.92244,878.8693,860.8587,420.42,402.4094
HexCer(d28:2/33:0),1098.96194,1058.96944,896.9163,878.9056,420.42,402.4094
HexCer(d28:2/33:1),1096.94594,1056.95344,894.9006,876.89,420.42,402.4094
HexCer(d28:2/34:0),1112.97694,1072.98444,910.9319,892.9213,420.42,402.4094
HexCer(d28:2/34:1),1110.96194,1070.96944,908.9163,890.9056,420.42,402.4094
HexCer(d28:2/34:2),1108.94594,1068.95344,906.9006,888.89,420.42,402.4094
HexCer(d28:2/35:0),1126.99294,1087.00044,924.9475,906.937,420.42,402.4094
HexCer(d28:2/35:1),1124.97694,1084.98444,922.9319,904.9213,420.42,402.4094
HexCer(d28:2/36:0),1141.00894,1101.01644,938.9632,920.9526,420.42,402.4094
HexCer(d28:2/36:1),1138.99294,1099.00044,936.9475,918.937,420.42,402.4094
HexCer(d28:2/36:2),1136.97694,1096.98444,934.9319,916.9213,420.42,402.4094
HexCer(d28:2/38:0),1169.03994,1129.04744,966.9945,948.9839,420.42,402.4094
HexCer(d28:2/38:1),1167.02394,1127.03144,964.9788,946.9683,420.42,402.4094
HexCer(d28:2/38:2),1165.00894,1125.01644,962.9632,944.9526,420.42,402.4094
HexCer(d28:2/40:0),1197.07094,1157.07844,995.0258,977.0152,420.42,402.4094
HexCer(d28:2/40:1),1195.05494,1155.06244,993.0101,974.9996,420.42,402.4094
HexCer(d28:2/40:2),1193.03994,1153.04744,990.9945,972.9839,420.42,402.4094
HexCer(d28:2/42:0),1225.10194,1185.10944,1023.057,1005.047,420.42,402.4094
HexCer(d28:2/42:1),1223.08694,1183.09444,1021.041,1003.031,420.42,402.4094
HexCer(d28:2/42:2),1221.07094,1181.07844,1019.026,1001.015,420.42,402.4094
HexCer(d28:3/12:0),802.61724,762.62474,600.572,582.5613,418.4044,400.3938
HexCer(d28:3/12:1),800.60164,760.60914,598.5563,580.5457,418.4044,400.3938
HexCer(d28:3/13:0),816.63294,776.64044,614.5876,596.577,418.4044,400.3938
HexCer(d28:3/13:1),814.61724,774.62474,612.572,594.5613,418.4044,400.3938
HexCer(d28:3/14:0),830.64854,790.65604,628.6032,610.5927,418.4044,400.3938
HexCer(d28:3/14:1),828.63294,788.64044,626.5876,608.577,418.4044,400.3938
HexCer(d28:3/15:0),844.66424,804.67174,642.6189,624.6083,418.4044,400.3938
HexCer(d28:3/15:1),842.64854,802.65604,640.6032,622.5927,418.4044,400.3938
HexCer(d28:3/16:0),858.67984,818.68734,656.6345,638.624,418.4044,400.3938
HexCer(d28:3/16:1),856.66424,816.67174,654.6189,636.6083,418.4044,400.3938
HexCer(d28:3/16:2),854.64854,814.65604,652.6032,634.5927,418.4044,400.3938
HexCer(d28:3/17:0),872.69554,832.70304,670.6502,652.6396,418.4044,400.3938
HexCer(d28:3/18:0),886.71114,846.71864,684.6658,666.6553,418.4044,400.3938
HexCer(d28:3/18:1),884.69554,844.70304,682.6502,664.6396,418.4044,400.3938
HexCer(d28:3/18:2),882.67984,842.68734,680.6345,662.624,418.4044,400.3938
HexCer(d28:3/19:0),900.72684,860.73434,698.6815,680.6709,418.4044,400.3938
HexCer(d28:3/19:1),898.71114,858.71864,696.6658,678.6553,418.4044,400.3938
HexCer(d28:3/20:0),914.74254,874.75004,712.6971,694.6866,418.4044,400.3938
HexCer(d28:3/20:1),912.72684,872.73434,710.6815,692.6709,418.4044,400.3938
HexCer(d28:3/20:2),910.71114,870.71864,708.6658,690.6553,418.4044,400.3938
HexCer(d28:3/21:0),928.75814,888.76564,726.7128,708.7022,418.4044,400.3938
HexCer(d28:3/21:1),926.74254,886.75004,724.6971,706.6866,418.4044,400.3938
HexCer(d28:3/22:0),942.77384,902.78134,740.7285,722.7179,418.4044,400.3938
HexCer(d28:3/22:1),940.75814,900.76564,738.7128,720.7022,418.4044,400.3938
HexCer(d28:3/22:2),938.74254,898.75004,736.6971,718.6866,418.4044,400.3938
HexCer(d28:3/23:0),956.78944,916.79694,754.7441,736.7335,418.4044,400.3938
HexCer(d28:3/23:1),954.77384,914.78134,752.7285,734.7179,418.4044,400.3938
HexCer(d28:3/24:0),970.80504,930.81254,768.7598,750.7491,418.4044,400.3938
HexCer(d28:3/24:1),968.78944,928.79694,766.7441,748.7335,418.4044,400.3938
HexCer(d28:3/24:2),966.77384,926.78134,764.7285,746.7179,418.4044,400.3938
HexCer(d28:3/25:0),984.82074,944.82824,782.7754,764.7648,418.4044,400.3938
HexCer(d28:3/25:1),982.80504,942.81254,780.7598,762.7491,418.4044,400.3938
HexCer(d28:3/26:0),998.83634,958.84384,796.791,778.7805,418.4044,400.3938
HexCer(d28:3/26:1),996.82074,956.82824,794.7754,776.7648,418.4044,400.3938
HexCer(d28:3/26:2),994.80504,954.81254,792.7598,774.7491,418.4044,400.3938
HexCer(d28:3/27:0),1012.85204,972.85954,810.8067,792.7961,418.4044,400.3938
HexCer(d28:3/27:1),1010.83634,970.84384,808.791,790.7805,418.4044,400.3938
HexCer(d28:3/28:0),1026.86794,986.87544,824.8223,806.8118,418.4044,400.3938
HexCer(d28:3/28:1),1024.85194,984.85944,822.8067,804.7961,418.4044,400.3938
HexCer(d28:3/28:2),1022.83594,982.84344,820.791,802.7805,418.4044,400.3938
HexCer(d28:3/29:0),1040.88294,1000.89044,838.838,820.8274,418.4044,400.3938
HexCer(d28:3/29:1),1038.86794,998.87544,836.8223,818.8118,418.4044,400.3938
HexCer(d28:3/30:0),1054.89894,1014.90644,852.8536,834.8431,418.4044,400.3938
HexCer(d28:3/30:1),1052.88294,1012.89044,850.838,832.8274,418.4044,400.3938
HexCer(d28:3/30:2),1050.86794,1010.87544,848.8223,830.8118,418.4044,400.3938
HexCer(d28:3/31:0),1068.91494,1028.92244,866.8693,848.8587,418.4044,400.3938
HexCer(d28:3/31:1),1066.89894,1026.90644,864.8536,846.8431,418.4044,400.3938
HexCer(d28:3/32:0),1082.92994,1042.93744,880.8849,862.8744,418.4044,400.3938
HexCer(d28:3/32:1),1080.91494,1040.92244,878.8693,860.8587,418.4044,400.3938
HexCer(d28:3/32:2),1078.89894,1038.90644,876.8536,858.8431,418.4044,400.3938
HexCer(d28:3/33:0),1096.94594,1056.95344,894.9006,876.89,418.4044,400.3938
HexCer(d28:3/33:1),1094.92994,1054.93744,892.8849,874.8744,418.4044,400.3938
HexCer(d28:3/34:0),1110.96194,1070.96944,908.9163,890.9056,418.4044,400.3938
HexCer(d28:3/34:1),1108.94594,1068.95344,906.9006,888.89,418.4044,400.3938
HexCer(d28:3/34:2),1106.92994,1066.93744,904.8849,886.8744,418.4044,400.3938
HexCer(d28:3/35:0),1124.97694,1084.98444,922.9319,904.9213,418.4044,400.3938
HexCer(d28:3/35:1),1122.96194,1082.96944,920.9163,902.9056,418.4044,400.3938
HexCer(d28:3/36:0),1138.99294,1099.00044,936.9475,918.937,418.4044,400.3938
HexCer(d28:3/36:1),1136.97694,1096.98444,934.9319,916.9213,418.4044,400.3938
HexCer(d28:3/36:2),1134.96194,1094.96944,932.9163,914.9056,418.4044,400.3938
HexCer(d28:3/38:0),1167.02394,1127.03144,964.9788,946.9683,418.4044,400.3938
HexCer(d28:3/38:1),1165.00894,1125.01644,962.9632,944.9526,418.4044,400.3938
HexCer(d28:3/38:2),1162.99294,1123.00044,960.9475,942.937,418.4044,400.3938
HexCer(d28:3/40:0),1195.05494,1155.06244,993.0101,974.9996,418.4044,400.3938
HexCer(d28:3/40:1),1193.03994,1153.04744,990.9945,972.9839,418.4044,400.3938
HexCer(d28:3/40:2),1191.02394,1151.03144,988.9788,970.9683,418.4044,400.3938
HexCer(d28:3/42:0),1223.08694,1183.09444,1021.041,1003.031,418.4044,400.3938
HexCer(d28:3/42:1),1221.07094,1181.07844,1019.026,1001.015,418.4044,400.3938
HexCer(d28:3/42:2),1219.05494,1179.06244,1017.01,998.9996,418.4044,400.3938
HexCer(d29:1/12:0),820.66424,780.67174,618.6189,600.6083,436.4513,418.4407
HexCer(d29:1/12:1),818.64854,778.65604,616.6032,598.5927,436.4513,418.4407
HexCer(d29:1/13:0),834.67984,794.68734,632.6345,614.624,436.4513,418.4407
HexCer(d29:1/13:1),832.66424,792.67174,630.6189,612.6083,436.4513,418.4407
HexCer(d29:1/14:0),848.69554,808.70304,646.6502,628.6396,436.4513,418.4407
HexCer(d29:1/14:1),846.67984,806.68734,644.6345,626.624,436.4513,418.4407
HexCer(d29:1/15:0),862.71114,822.71864,660.6658,642.6553,436.4513,418.4407
HexCer(d29:1/15:1),860.69554,820.70304,658.6502,640.6396,436.4513,418.4407
HexCer(d29:1/16:0),876.72684,836.73434,674.6815,656.6709,436.4513,418.4407
HexCer(d29:1/16:1),874.71114,834.71864,672.6658,654.6553,436.4513,418.4407
HexCer(d29:1/16:2),872.69554,832.70304,670.6502,652.6396,436.4513,418.4407
HexCer(d29:1/17:0),890.74254,850.75004,688.6971,670.6866,436.4513,418.4407
HexCer(d29:1/18:0),904.75814,864.76564,702.7128,684.7022,436.4513,418.4407
HexCer(d29:1/18:1),902.74254,862.75004,700.6971,682.6866,436.4513,418.4407
HexCer(d29:1/18:2),900.72684,860.73434,698.6815,680.6709,436.4513,418.4407
HexCer(d29:1/19:0),918.77384,878.78134,716.7285,698.7179,436.4513,418.4407
HexCer(d29:1/19:1),916.75814,876.76564,714.7128,696.7022,436.4513,418.4407
HexCer(d29:1/20:0),932.78944,892.79694,730.7441,712.7335,436.4513,418.4407
HexCer(d29:1/20:1),930.77384,890.78134,728.7285,710.7179,436.4513,418.4407
HexCer(d29:1/20:2),928.75814,888.76564,726.7128,708.7022,436.4513,418.4407
HexCer(d29:1/21:0),946.80504,906.81254,744.7598,726.7491,436.4513,418.4407
HexCer(d29:1/21:1),944.78944,904.79694,742.7441,724.7335,436.4513,418.4407
HexCer(d29:1/22:0),960.82074,920.82824,758.7754,740.7648,436.4513,418.4407
HexCer(d29:1/22:1),958.80504,918.81254,756.7598,738.7491,436.4513,418.4407
HexCer(d29:1/22:2),956.78944,916.79694,754.7441,736.7335,436.4513,418.4407
HexCer(d29:1/23:0),974.83634,934.84384,772.791,754.7805,436.4513,418.4407
HexCer(d29:1/23:1),972.82074,932.82824,770.7754,752.7648,436.4513,418.4407
HexCer(d29:1/24:0),988.85204,948.85954,786.8067,768.7961,436.4513,418.4407
HexCer(d29:1/24:1),986.83634,946.84384,784.791,766.7805,436.4513,418.4407
HexCer(d29:1/24:2),984.82074,944.82824,782.7754,764.7648,436.4513,418.4407
HexCer(d29:1/25:0),1002.86764,962.87514,800.8223,782.8118,436.4513,418.4407
HexCer(d29:1/25:1),1000.85204,960.85954,798.8067,780.7961,436.4513,418.4407
HexCer(d29:1/26:0),1016.88334,976.89084,814.838,796.8274,436.4513,418.4407
HexCer(d29:1/26:1),1014.86764,974.87514,812.8223,794.8118,436.4513,418.4407
HexCer(d29:1/26:2),1012.85204,972.85954,810.8067,792.7961,436.4513,418.4407
HexCer(d29:1/27:0),1030.89894,990.90644,828.8536,810.8431,436.4513,418.4407
HexCer(d29:1/27:1),1028.88294,988.89044,826.838,808.8274,436.4513,418.4407
HexCer(d29:1/28:0),1044.91494,1004.92244,842.8693,824.8587,436.4513,418.4407
HexCer(d29:1/28:1),1042.89894,1002.90644,840.8536,822.8431,436.4513,418.4407
HexCer(d29:1/28:2),1040.88294,1000.89044,838.838,820.8274,436.4513,418.4407
HexCer(d29:1/29:0),1058.92994,1018.93744,856.8849,838.8744,436.4513,418.4407
HexCer(d29:1/29:1),1056.91494,1016.92244,854.8693,836.8587,436.4513,418.4407
HexCer(d29:1/30:0),1072.94594,1032.95344,870.9006,852.89,436.4513,418.4407
HexCer(d29:1/30:1),1070.92994,1030.93744,868.8849,850.8744,436.4513,418.4407
HexCer(d29:1/30:2),1068.91494,1028.92244,866.8693,848.8587,436.4513,418.4407
HexCer(d29:1/31:0),1086.96194,1046.96944,884.9163,866.9056,436.4513,418.4407
HexCer(d29:1/31:1),1084.94594,1044.95344,882.9006,864.89,436.4513,418.4407
HexCer(d29:1/32:0),1100.97694,1060.98444,898.9319,880.9213,436.4513,418.4407
HexCer(d29:1/32:1),1098.96194,1058.96944,896.9163,878.9056,436.4513,418.4407
HexCer(d29:1/32:2),1096.94594,1056.95344,894.9006,876.89,436.4513,418.4407
HexCer(d29:1/33:0),1114.99294,1075.00044,912.9475,894.937,436.4513,418.4407
HexCer(d29:1/33:1),1112.97694,1072.98444,910.9319,892.9213,436.4513,418.4407
HexCer(d29:1/34:0),1129.00894,1089.01644,926.9632,908.9526,436.4513,418.4407
HexCer(d29:1/34:1),1126.99294,1087.00044,924.9475,906.937,436.4513,418.4407
HexCer(d29:1/34:2),1124.97694,1084.98444,922.9319,904.9213,436.4513,418.4407
HexCer(d29:1/35:0),1143.02394,1103.03144,940.9788,922.9683,436.4513,418.4407
HexCer(d29:1/35:1),1141.00894,1101.01644,938.9632,920.9526,436.4513,418.4407
HexCer(d29:1/36:0),1157.03994,1117.04744,954.9945,936.9839,436.4513,418.4407
HexCer(d29:1/36:1),1155.02394,1115.03144,952.9788,934.9683,436.4513,418.4407
HexCer(d29:1/36:2),1153.00894,1113.01644,950.9632,932.9526,436.4513,418.4407
HexCer(d29:1/38:0),1185.07094,1145.07844,983.0258,965.0152,436.4513,418.4407
HexCer(d29:1/38:1),1183.05494,1143.06244,981.0101,962.9996,436.4513,418.4407
HexCer(d29:1/38:2),1181.03994,1141.04744,978.9945,960.9839,436.4513,418.4407
HexCer(d29:1/40:0),1213.10194,1173.10944,1011.057,993.0465,436.4513,418.4407
HexCer(d29:1/40:1),1211.08694,1171.09444,1009.041,991.0309,436.4513,418.4407
HexCer(d29:1/40:2),1209.07094,1169.07844,1007.026,989.0152,436.4513,418.4407
HexCer(d29:1/42:0),1241.13394,1201.14144,1039.088,1021.078,436.4513,418.4407
HexCer(d29:1/42:1),1239.11794,1199.12544,1037.073,1019.062,436.4513,418.4407
HexCer(d29:1/42:2),1237.10194,1197.10944,1035.057,1017.047,436.4513,418.4407
HexCer(d29:2/12:0),818.64854,778.65604,616.6032,598.5927,434.4356,416.4251
HexCer(d29:2/12:1),816.63294,776.64044,614.5876,596.577,434.4356,416.4251
HexCer(d29:2/13:0),832.66424,792.67174,630.6189,612.6083,434.4356,416.4251
HexCer(d29:2/13:1),830.64854,790.65604,628.6032,610.5927,434.4356,416.4251
HexCer(d29:2/14:0),846.67984,806.68734,644.6345,626.624,434.4356,416.4251
HexCer(d29:2/14:1),844.66424,804.67174,642.6189,624.6083,434.4356,416.4251
HexCer(d29:2/15:0),860.69554,820.70304,658.6502,640.6396,434.4356,416.4251
HexCer(d29:2/15:1),858.67984,818.68734,656.6345,638.624,434.4356,416.4251
HexCer(d29:2/16:0),874.71114,834.71864,672.6658,654.6553,434.4356,416.4251
HexCer(d29:2/16:1),872.69554,832.70304,670.6502,652.6396,434.4356,416.4251
HexCer(d29:2/16:2),870.67984,830.68734,668.6345,650.624,434.4356,416.4251
HexCer(d29:2/17:0),888.72684,848.73434,686.6815,668.6709,434.4356,416.4251
